singer_account_id,performance_id,song_title,singer_gender,singer_birth_year,,Language
130080543,130080543_30834085,_friends_in_low_places,M,1990,1,EN
140106992,140106992_26304712,_friends_in_low_places,F,1996,0,EN
157241966,157241966_35765886,_friends_in_low_places,F,1984,0,EN
167377933,167377933_32551688,_friends_in_low_places,F,1972,0,EN
168620861,168620861_32586655,_friends_in_low_places,F,1991,0,EN
173927462,173927462_34493956,_friends_in_low_places,M,1958,3,EN
174194688,174194688_44174340,_friends_in_low_places,F,1976,0,EN
184645263,184645263_39268641,_friends_in_low_places,M,1988,5,EN
210083633,210083633_50576882,_friends_in_low_places,F,1967,1,EN
126843111,126843111_26270256,_apologize,F,1996,1,EN
170396727,170396727_33046388,_apologize,M,1982,0,EN
125716190,125716190_49456760,_apologize,F,1986,1,EN
162558458,162558458_42688146,_apologize,F,1970,5,EN
125425748,125425748_41513417,_apologize,F,1993,1,EN
68874527,68874527_42508496,_apologize,F,1995,2,EN
78768466,78768466_34678275,_apologize,F,1985,0,EN
90381624,90381624_40694375,_apologize,M,1982,3,EN
94299748,94299748_43541116,_apologize,M,1998,1,EN
100350805,100350805_24950452,_apologize,F,1962,2,EN
108681716,108681716_39902207,_apologize,F,1990,4,EN
127615871,127615871_42940007,_apologize,F,1998,1,EN
130378496,130378496_39964217,_apologize,M,1986,0,EN
149054027,149054027_31499230,_apologize,M,1994,0,EN
149564500,149564500_32880967,_apologize,F,1989,1,EN
164785800,164785800_32581517,_apologize,M,1993,0,EN
179000346,179000346_36289010,_apologize,M,1986,5,EN
182662717,182662717_37232024,_apologize,F,1962,0,EN
184652220,184652220_44113045,_apologize,F,1996,1,EN
189633419,189633419_39740248,_apologize,F,1993,1,EN
199435352,199435352_46527974,_apologize,F,1981,0,EN
210907293,210907293_49544126,_apologize,F,1973,1,EN
211986131,211986131_48920661,_apologize,F,1993,0,EN
187515122,187515122_45335955,_shes_always_a_woman,M,1968,0,EN
127645173,127645173_21672744,_shes_always_a_woman,M,1972,1,EN
127645173,127645173_27882275,_shes_always_a_woman,M,1972,39,EN
157635506,157635506_39965790,_shes_always_a_woman,F,1972,24,EN
186308238,186308238_39058537,_shes_always_a_woman,M,1984,2,EN
82754206,82754206_26480181,_shes_always_a_woman,M,1987,0,EN
92645729,92645729_46848908,_shes_always_a_woman,M,1985,88,EN
110033515,110033515_28392947,_shes_always_a_woman,F,1986,0,EN
113943559,113943559_32912514,_shes_always_a_woman,F,1982,2,EN
117936545,117936545_21746306,_shes_always_a_woman,M,1978,0,EN
118461392,118461392_27315040,_shes_always_a_woman,M,1978,2,EN
125942461,125942461_21362288,_shes_always_a_woman,F,1990,0,EN
127907891,127907891_46662968,_shes_always_a_woman,F,1965,35,EN
128952113,128952113_29580621,_shes_always_a_woman,M,1987,0,EN
129268088,129268088_31300621,_shes_always_a_woman,F,1979,1,EN
138312541,138312541_27984310,_shes_always_a_woman,F,1975,3,EN
145204131,145204131_29053064,_shes_always_a_woman,M,1960,1,EN
148419767,148419767_32302843,_shes_always_a_woman,M,1951,0,EN
148419767,148419767_30359165,_shes_always_a_woman,M,1951,0,EN
154700397,154700397_35514125,_shes_always_a_woman,M,1974,12,EN
158268198,158268198_37014149,_shes_always_a_woman,M,1981,8,EN
166724557,166724557_39156204,_shes_always_a_woman,F,1982,0,EN
194798586,194798586_41143045,_shes_always_a_woman,M,1968,0,EN
116584033,116584033_22239439,_forget_you,M,1987,0,EN
130080543,130080543_30834534,_forget_you,M,1990,1,EN
92696681,92696681_48793426,_forget_you,F,1996,4,EN
87945263,87945263_35922586,_forget_you,F,1993,1,EN
97854731,97854731_43731752,_forget_you,F,1992,0,EN
111242671,111242671_42335298,_forget_you,F,1990,0,EN
113685760,113685760_32060639,_forget_you,F,1987,0,EN
137245411,137245411_23850803,_forget_you,F,1994,0,EN
145447489,145447489_32234748,_forget_you,F,1992,1,EN
146736250,146736250_28414094,_forget_you,F,1961,2,EN
147534851,147534851_33616196,_forget_you,F,1989,3,EN
149069393,149069393_27802374,_forget_you,M,1989,2,EN
149078648,149078648_27180346,_forget_you,F,1996,0,EN
158030837,158030837_40163056,_forget_you,F,1969,0,EN
165913008,165913008_39570039,_forget_you,F,1994,1,EN
168002457,168002457_33491505,_forget_you,F,1986,0,EN
168966758,168966758_32641429,_forget_you,F,1999,0,EN
181253775,181253775_43775797,_forget_you,F,1992,1,EN
181357573,181357573_36968433,_forget_you,F,1983,3,EN
186579242,186579242_47087074,_forget_you,F,1996,82,EN
202505025,202505025_46975323,_forget_you,F,1971,1,EN
205946687,205946687_47369059,_forget_you,F,1991,1,EN
211075550,211075550_46641097,_forget_you,M,1990,1,EN
122974974,122974974_32905864,_closing_time,M,1977,0,EN
188431502,188431502_50276035,_closing_time,M,1988,0,EN
184959061,184959061_40846110,_closing_time,M,1985,1,EN
184342029,184342029_37757251,_closing_time,M,1990,0,EN
160735188,160735188_39066197,_closing_time,F,1987,1,EN
131879605,131879605_28528193,_closing_time,M,1975,0,EN
360,360_26934219,_closing_time,M,1988,2,EN
80397843,80397843_26949908,_closing_time,F,1991,0,EN
81948812,81948812_27873855,_closing_time,M,1978,1,EN
87588307,87588307_29623685,_closing_time,M,1991,6,EN
87762057,87762057_26775156,_closing_time,M,1969,0,EN
94993833,94993833_31931603,_closing_time,M,1983,0,EN
97203557,97203557_27660766,_closing_time,F,1979,0,EN
118482031,118482031_30812005,_closing_time,M,1995,1,EN
122108273,122108273_41503157,_closing_time,F,1972,2,EN
144431877,144431877_27547489,_closing_time,M,1991,0,EN
152938887,152938887_29844117,_closing_time,F,1983,2,EN
165798085,165798085_33223523,_closing_time,M,1987,4,EN
172447747,172447747_36369768,_closing_time,F,1986,2,EN
173210138,173210138_34250900,_closing_time,F,1986,1,EN
174161477,174161477_39694131,_closing_time,F,1994,1,EN
174180063,174180063_35541544,_closing_time,F,1987,0,EN
188837982,188837982_39347860,_closing_time,F,1989,1,EN
184241800,184241800_37511298,_luka,F,1973,0,EN
98595226,98595226_37322824,_luka,F,1960,2,EN
111237677,111237677_36633813,_luka,F,1969,2,EN
113147688,113147688_36721566,_luka,F,1972,1,EN
114591798,114591798_41401131,_luka,F,1980,0,EN
117936545,117936545_38939224,_luka,M,1978,0,EN
122876190,122876190_36870472,_luka,F,1965,1,EN
122957825,122957825_37116292,_luka,F,1984,3,EN
129232257,129232257_47659467,_luka,M,1971,1,EN
134077063,134077063_37598484,_luka,F,1969,1,EN
138242896,138242896_42257427,_luka,F,1972,11,EN
149786177,149786177_38723876,_luka,F,1965,13,EN
154189390,154189390_36640933,_luka,M,1982,4,EN
160965323,160965323_41732732,_luka,F,1971,2,EN
160965323,160965323_39011980,_luka,F,1971,0,EN
164800319,164800319_36883033,_luka,F,1979,0,EN
182901412,182901412_39158837,_luka,F,1982,0,EN
197161917,197161917_46129144,_luka,F,1966,1,EN
138425755,138425755_50285216,_baby_bieber,F,1990,0,EN
138365676,138365676_30276895,_baby_bieber,F,1995,3,EN
165106278,165106278_33557288,_baby_bieber,F,1993,0,EN
94062057,94062057_32517674,_baby_bieber,F,1980,2,EN
130336688,130336688_22853441,_baby_bieber,F,1992,3,EN
155954051,155954051_43539754,_baby_bieber,F,1998,1,EN
106717208,106717208_23256965,_baby_bieber,F,1999,2,EN
109496706,109496706_44668131,_baby_bieber,F,1977,2,EN
134902304,134902304_23775734,_baby_bieber,M,1990,1,EN
134902304,134902304_23726775,_baby_bieber,M,1990,0,EN
135431631,135431631_23702062,_baby_bieber,F,1979,0,EN
137233512,137233512_40513190,_baby_bieber,F,1990,1,EN
138425755,138425755_38761318,_baby_bieber,F,1990,0,EN
139959655,139959655_25151929,_baby_bieber,F,1905,1,EN
143342292,143342292_26076215,_baby_bieber,F,1994,0,EN
147087682,147087682_27197464,_baby_bieber,F,1985,2,EN
147087682,147087682_29329689,_baby_bieber,F,1985,0,EN
153126724,153126724_42589479,_baby_bieber,F,1998,1,EN
159329309,159329309_32280170,_baby_bieber,F,1996,1,EN
164017213,164017213_32426286,_baby_bieber,F,1997,0,EN
173663216,173663216_44585791,_baby_bieber,F,1994,1,EN
181221474,181221474_50454452,_baby_bieber,F,1998,0,EN
189633419,189633419_39493785,_baby_bieber,F,1993,0,EN
124192906,124192906_45668783,_just_the_way_you_are_bm,F,1996,1,EN
123583705,123583705_23629532,_just_the_way_you_are_bm,F,1984,0,EN
127290548,127290548_24393660,_just_the_way_you_are_bm,M,1987,0,EN
168931087,168931087_32968323,_just_the_way_you_are_bm,M,1998,0,EN
200134235,200134235_49869140,_just_the_way_you_are_bm,F,1984,0,EN
80216537,80216537_49378149,_just_the_way_you_are_bm,F,1972,0,EN
89467840,89467840_27998843,_just_the_way_you_are_bm,F,1985,0,EN
118505610,118505610_34661295,_just_the_way_you_are_bm,M,1994,0,EN
124151311,124151311_21448519,_just_the_way_you_are_bm,M,1974,0,EN
124611837,124611837_25022656,_just_the_way_you_are_bm,F,1996,2,EN
128467181,128467181_26895144,_just_the_way_you_are_bm,F,1982,1,EN
133746220,133746220_29014438,_just_the_way_you_are_bm,F,1997,1,EN
134840613,134840613_25272277,_just_the_way_you_are_bm,M,1999,0,EN
142748256,142748256_31087845,_just_the_way_you_are_bm,M,1997,3,EN
149267310,149267310_34104224,_just_the_way_you_are_bm,F,1995,1,EN
153070352,153070352_43901223,_just_the_way_you_are_bm,M,1999,1,EN
153070352,153070352_37695374,_just_the_way_you_are_bm,M,1999,1,EN
162106267,162106267_30870260,_just_the_way_you_are_bm,F,1985,0,EN
162819185,162819185_31763192,_just_the_way_you_are_bm,F,1987,0,EN
186872576,186872576_41295973,_just_the_way_you_are_bm,F,1996,2,EN
187278218,187278218_47736143,_just_the_way_you_are_bm,F,1992,0,EN
196773667,196773667_41638510,_just_the_way_you_are_bm,M,1998,1,EN
211594041,211594041_49847575,_just_the_way_you_are_bm,M,1990,2,EN
191051369,191051369_40111705,_as_long_as_you_love_me,F,1983,0,EN
171740026,171740026_35985538,_as_long_as_you_love_me,M,1994,3,EN
126138640,126138640_25600643,_as_long_as_you_love_me,F,1987,0,EN
162470767,162470767_30763257,_as_long_as_you_love_me,F,1970,0,EN
80093518,80093518_22525904,_as_long_as_you_love_me,F,1943,0,EN
90504087,90504087_27727845,_as_long_as_you_love_me,F,1991,1,EN
93589419,93589419_33317761,_as_long_as_you_love_me,F,1986,0,EN
108728787,108728787_31457762,_as_long_as_you_love_me,F,1990,0,EN
109011963,109011963_44048548,_as_long_as_you_love_me,F,1986,1,EN
109314577,109314577_25332947,_as_long_as_you_love_me,F,1982,1,EN
109496706,109496706_44665501,_as_long_as_you_love_me,F,1977,3,EN
120007594,120007594_38550235,_as_long_as_you_love_me,F,1993,0,EN
122769013,122769013_41262074,_as_long_as_you_love_me,M,1986,2,EN
128768474,128768474_35299027,_as_long_as_you_love_me,F,1990,1,EN
130911771,130911771_35864149,_as_long_as_you_love_me,F,1994,2,EN
133700476,133700476_27337090,_as_long_as_you_love_me,F,1957,0,EN
149756326,149756326_28159954,_as_long_as_you_love_me,F,1992,0,EN
152839397,152839397_29835789,_as_long_as_you_love_me,M,1982,0,EN
163597115,163597115_41362251,_as_long_as_you_love_me,M,1985,0,EN
164800319,164800319_42010553,_as_long_as_you_love_me,F,1979,1,EN
169686433,169686433_34163981,_as_long_as_you_love_me,M,1999,0,EN
185507665,185507665_40037864,_as_long_as_you_love_me,M,1986,0,EN
206280307,206280307_47195414,_as_long_as_you_love_me,F,1988,0,EN
116504269,116504269_22538026,_a_holly_jolly_christmas,F,1986,0,EN
122586839,122586839_21255992,_a_holly_jolly_christmas,F,1995,0,EN
94800857,94800857_25300421,_a_holly_jolly_christmas,F,1987,0,EN
107290694,107290694_22348042,_a_holly_jolly_christmas,F,1975,0,EN
94800857,94800857_25396878,_a_holly_jolly_christmas,F,1987,0,EN
72479135,72479135_23066356,_a_holly_jolly_christmas,F,1941,0,EN
72479135,72479135_22420653,_a_holly_jolly_christmas,F,1941,0,EN
78729825,78729825_22053545,_a_holly_jolly_christmas,F,2001,0,EN
79468638,79468638_25849560,_a_holly_jolly_christmas,F,1984,0,EN
81590469,81590469_25855083,_a_holly_jolly_christmas,F,1982,0,EN
93520051,93520051_22786842,_a_holly_jolly_christmas,F,1980,0,EN
111546323,111546323_23203371,_a_holly_jolly_christmas,M,1995,0,EN
112958967,112958967_23657292,_a_holly_jolly_christmas,F,1991,0,EN
115257573,115257573_22484268,_a_holly_jolly_christmas,F,1965,1,EN
122574632,122574632_22705984,_a_holly_jolly_christmas,F,1957,2,EN
128025799,128025799_25134602,_a_holly_jolly_christmas,M,1994,0,EN
136543981,136543981_24686579,_a_holly_jolly_christmas,F,1968,0,EN
137259251,137259251_24516419,_a_holly_jolly_christmas,F,1983,2,EN
137259251,137259251_26750601,_a_holly_jolly_christmas,F,1983,1,EN
140009815,140009815_24580829,_a_holly_jolly_christmas,F,1972,2,EN
142459589,142459589_39657463,_a_holly_jolly_christmas,F,1986,3,EN
142626233,142626233_25349193,_a_holly_jolly_christmas,F,1993,0,EN
191442603,191442603_42167838,_a_holly_jolly_christmas,F,1999,1,EN
113043442,113043442_36168644,_girls_just_want_have_fun,F,1993,0,EN
158755137,158755137_31759816,_girls_just_want_have_fun,F,1979,1,EN
105494594,105494594_35701816,_girls_just_want_have_fun,F,1984,1,EN
174601645,174601645_34715604,_girls_just_want_have_fun,F,1979,0,EN
167475555,167475555_34228195,_girls_just_want_have_fun,F,1988,0,EN
88623163,88623163_30421732,_girls_just_want_have_fun,F,1978,0,EN
80093518,80093518_22514995,_girls_just_want_have_fun,F,1943,0,EN
110642165,110642165_41700116,_girls_just_want_have_fun,F,1987,0,EN
128044563,128044563_34287733,_girls_just_want_have_fun,F,1978,0,EN
129919286,129919286_46147197,_girls_just_want_have_fun,F,1981,12,EN
131075588,131075588_47774509,_girls_just_want_have_fun,F,1990,6,EN
134181779,134181779_23650349,_girls_just_want_have_fun,M,1996,0,EN
134505432,134505432_23960472,_girls_just_want_have_fun,M,1983,1,EN
134541912,134541912_27688183,_girls_just_want_have_fun,F,1970,6,EN
140564922,140564922_24900131,_girls_just_want_have_fun,F,1984,0,EN
153149381,153149381_29647629,_girls_just_want_have_fun,F,1994,2,EN
162952749,162952749_37445518,_girls_just_want_have_fun,F,1974,0,EN
162991976,162991976_41915730,_girls_just_want_have_fun,F,1975,2,EN
165882374,165882374_35299638,_girls_just_want_have_fun,F,1985,11,EN
168465682,168465682_36616562,_girls_just_want_have_fun,F,1995,1,EN
174194688,174194688_44507913,_girls_just_want_have_fun,F,1976,0,EN
182894327,182894327_38859789,_girls_just_want_have_fun,F,1990,0,EN
182901412,182901412_39156913,_girls_just_want_have_fun,F,1982,2,EN
140120335,140120335_32528544,_landslide,F,1989,1,EN
110732356,110732356_30428146,_landslide,F,1990,1,EN
175253803,175253803_46438619,_landslide,F,1972,0,EN
150964094,150964094_44450293,_landslide,F,1995,1,EN
102857782,102857782_24268174,_landslide,F,1975,3,EN
131109262,131109262_38693987,_landslide,F,1978,0,EN
127667466,127667466_21680126,_landslide,F,1982,0,EN
86786705,86786705_41599984,_landslide,F,1970,2,EN
109004130,109004130_22237358,_landslide,F,1977,0,EN
112853206,112853206_43121120,_landslide,F,1959,8,EN
112853206,112853206_32146090,_landslide,F,1959,4,EN
123478341,123478341_26340462,_landslide,F,1981,0,EN
124696092,124696092_28750935,_landslide,F,1983,0,EN
127011992,127011992_44287756,_landslide,M,1993,1,EN
137259251,137259251_24626490,_landslide,F,1983,1,EN
142084380,142084380_39578311,_landslide,F,1962,1,EN
142167221,142167221_37244555,_landslide,F,1988,0,EN
149224618,149224618_36967183,_landslide,F,1990,0,EN
151821080,151821080_30361496,_landslide,F,1970,0,EN
162551123,162551123_41634222,_landslide,F,1989,0,EN
166528119,166528119_40645589,_landslide,M,1976,2,EN
174435742,174435742_35316967,_landslide,F,1977,0,EN
185868808,185868808_41255061,_landslide,F,1970,3,EN
163556789,163556789_40210640,_just_a_kiss,F,1995,0,EN
175761442,175761442_34954458,_just_a_kiss,F,1991,1,EN
187211666,187211666_43614689,_just_a_kiss,F,1968,2,EN
130363940,130363940_22529738,_just_a_kiss,F,1990,0,EN
180485088,180485088_44331738,_just_a_kiss,F,1970,0,EN
87001648,87001648_43217638,_just_a_kiss,F,1990,0,EN
81365736,81365736_28324223,_just_a_kiss,F,1998,0,EN
87696931,87696931_37689524,_just_a_kiss,M,1993,1,EN
127560031,127560031_22381448,_just_a_kiss,F,1980,4,EN
138208164,138208164_29947147,_just_a_kiss,F,1988,0,EN
149408710,149408710_29349037,_just_a_kiss,M,1959,1,EN
157566819,157566819_29654397,_just_a_kiss,F,1984,1,EN
157641608,157641608_43399984,_just_a_kiss,F,1992,1,EN
163556789,163556789_35278003,_just_a_kiss,F,1995,0,EN
166921109,166921109_42513947,_just_a_kiss,F,1999,1,EN
166921109,166921109_41570561,_just_a_kiss,F,1999,1,EN
166921109,166921109_46663688,_just_a_kiss,F,1999,0,EN
170463252,170463252_33211200,_just_a_kiss,F,1978,0,EN
172708662,172708662_33709896,_just_a_kiss,F,1980,0,EN
173663216,173663216_44218355,_just_a_kiss,F,1994,2,EN
176491393,176491393_49282532,_just_a_kiss,F,1973,0,EN
178392645,178392645_45713498,_just_a_kiss,F,1994,0,EN
186938787,186938787_41007824,_just_a_kiss,F,1999,2,EN
168293325,168293325_43312874,_eye_of_the_tiger,F,1994,4,EN
179173208,179173208_39877339,_eye_of_the_tiger,F,1995,1,EN
149756326,149756326_27929388,_eye_of_the_tiger,F,1992,0,EN
118788825,118788825_35698047,_eye_of_the_tiger,F,1989,1,EN
178137749,178137749_35971582,_eye_of_the_tiger,M,1987,3,EN
111172828,111172828_35875885,_eye_of_the_tiger,F,1992,1,EN
113299731,113299731_42137526,_eye_of_the_tiger,F,1987,0,EN
83951111,83951111_39159595,_eye_of_the_tiger,F,1988,2,EN
106335216,106335216_35675831,_eye_of_the_tiger,F,1976,26,EN
112746024,112746024_30841054,_eye_of_the_tiger,F,1990,0,EN
128760051,128760051_21824806,_eye_of_the_tiger,M,1990,0,EN
130177209,130177209_22076837,_eye_of_the_tiger,M,1993,0,EN
134068081,134068081_23100568,_eye_of_the_tiger,M,1980,0,EN
141458832,141458832_25086909,_eye_of_the_tiger,F,1975,1,EN
143710726,143710726_30434180,_eye_of_the_tiger,F,1987,1,EN
144195636,144195636_28076612,_eye_of_the_tiger,F,1988,0,EN
148780662,148780662_28191295,_eye_of_the_tiger,F,1994,0,EN
149750142,149750142_28086936,_eye_of_the_tiger,M,1971,1,EN
151951957,151951957_34408285,_eye_of_the_tiger,M,1994,0,EN
165878116,165878116_45445883,_eye_of_the_tiger,F,1984,1,EN
171141638,171141638_33241912,_eye_of_the_tiger,F,1986,0,EN
175147532,175147532_38461852,_eye_of_the_tiger,F,1971,3,EN
194111896,194111896_48050063,_eye_of_the_tiger,F,1995,0,EN
123934095,123934095_24550909,_merry_christmas_darling,F,1963,1,EN
182392102,182392102_47342679,_merry_christmas_darling,F,1978,0,EN
96028167,96028167_25453901,_merry_christmas_darling,F,1983,3,EN
118035979,118035979_29029309,_merry_christmas_darling,M,1939,0,EN
119156510,119156510_24669745,_merry_christmas_darling,M,1978,3,EN
122227178,122227178_25467766,_merry_christmas_darling,F,1954,1,EN
88191082,88191082_24519056,_merry_christmas_darling,F,1985,9,EN
98606483,98606483_24805917,_merry_christmas_darling,M,1966,0,EN
103429325,103429325_24573029,_merry_christmas_darling,F,1963,4,EN
104282674,104282674_25641541,_merry_christmas_darling,M,1954,2,EN
105410074,105410074_25946548,_merry_christmas_darling,F,1969,2,EN
106808243,106808243_24546287,_merry_christmas_darling,F,1960,2,EN
116877292,116877292_24810414,_merry_christmas_darling,F,1980,1,EN
117987992,117987992_26319506,_merry_christmas_darling,F,1996,1,EN
122389098,122389098_24919731,_merry_christmas_darling,F,1987,2,EN
125062051,125062051_24526680,_merry_christmas_darling,F,1971,0,EN
125467185,125467185_24628490,_merry_christmas_darling,F,1984,0,EN
126995610,126995610_25205646,_merry_christmas_darling,F,1978,0,EN
134908707,134908707_24633911,_merry_christmas_darling,F,1987,1,EN
136274310,136274310_24858277,_merry_christmas_darling,F,1963,1,EN
141896409,141896409_25487114,_merry_christmas_darling,F,1972,0,EN
172844386,172844386_35090586,_merry_christmas_darling,F,1985,1,EN
193146918,193146918_40647254,_merry_christmas_darling,F,1985,0,EN
106004265,106004265_35771695,_you_raise_me_up,M,1984,9,EN
160409511,160409511_36096128,_you_raise_me_up,F,1980,5,EN
118307320,118307320_26810038,_you_raise_me_up,M,1989,7,EN
122876190,122876190_35586876,_you_raise_me_up,F,1965,1,EN
120197252,120197252_27242804,_you_raise_me_up,M,1977,445,EN
131245008,131245008_23970525,_you_raise_me_up,F,1955,0,EN
108002952,108002952_23046634,_you_raise_me_up,M,1974,0,EN
104974405,104974405_37592584,_you_raise_me_up,M,1994,0,EN
115148296,115148296_24538457,_you_raise_me_up,F,1955,1,EN
189086121,189086121_43485334,_you_raise_me_up,F,1993,1,EN
103684872,103684872_49636286,_you_raise_me_up,F,1976,26,EN
106004265,106004265_44352115,_you_raise_me_up,M,1984,6,EN
121527763,121527763_22509809,_you_raise_me_up,F,1981,0,EN
127716012,127716012_22525318,_you_raise_me_up,F,1991,0,EN
128680869,128680869_30668263,_you_raise_me_up,F,1997,0,EN
131920544,131920544_23883427,_you_raise_me_up,F,1995,1,EN
145204131,145204131_29052692,_you_raise_me_up,M,1960,1,EN
151902816,151902816_41097460,_you_raise_me_up,F,1958,2,EN
154947755,154947755_33727145,_you_raise_me_up,F,1989,1,EN
157566786,157566786_30146366,_you_raise_me_up,F,1990,2,EN
180057720,180057720_49698922,_you_raise_me_up,M,1980,14,EN
183041555,183041555_42256227,_you_raise_me_up,M,1986,1,EN
184342029,184342029_40250740,_you_raise_me_up,M,1990,1,EN
71297232,71297232_28489203,_adore_you,F,1997,0,EN
119212211,119212211_37619792,_adore_you,F,1997,0,EN
132573578,132573578_29239913,_adore_you,M,1986,1,EN
128530629,128530629_23369127,_adore_you,F,1994,1,EN
90504087,90504087_34079227,_adore_you,F,1991,2,EN
90815340,90815340_31252446,_adore_you,F,1991,0,EN
91270544,91270544_43843415,_adore_you,F,1923,1,EN
102394479,102394479_28993177,_adore_you,F,1993,1,EN
108206355,108206355_31127183,_adore_you,F,1990,1,EN
108681716,108681716_21976161,_adore_you,F,1990,0,EN
115800137,115800137_33918382,_adore_you,F,1985,2,EN
137231812,137231812_37045935,_adore_you,F,1991,23,EN
146603447,146603447_32350800,_adore_you,M,1991,3,EN
151605411,151605411_31486488,_adore_you,F,1996,1,EN
155892816,155892816_46465230,_adore_you,F,1998,3,EN
157131745,157131745_38773285,_adore_you,F,1993,2,EN
158850331,158850331_29845679,_adore_you,F,1991,2,EN
160502696,160502696_30270556,_adore_you,F,1993,0,EN
171531030,171531030_46405053,_adore_you,F,1998,0,EN
172185741,172185741_48370816,_adore_you,F,1994,1,EN
185607687,185607687_39429063,_adore_you,F,1972,4,EN
196796035,196796035_42932287,_adore_you,F,1991,3,EN
214092528,214092528_47840773,_adore_you,M,1985,0,EN
185549968,185549968_37978387,_grenade,F,1978,1,EN
167068542,167068542_33824347,_grenade,F,1994,0,EN
156041823,156041823_31425685,_grenade,F,2000,2,EN
162111577,162111577_33983279,_grenade,F,1974,1,EN
153767527,153767527_28520649,_grenade,M,1994,1,EN
97820530,97820530_37851669,_grenade,F,1983,97,EN
138247170,138247170_30078508,_grenade,M,1995,1,EN
154341686,154341686_46755405,_grenade,M,1953,0,EN
170366256,170366256_34192048,_grenade,F,1987,0,EN
136156565,136156565_23858131,_grenade,F,1993,0,EN
162106267,162106267_30656437,_grenade,F,1985,0,EN
104236039,104236039_33133677,_grenade,F,1995,0,EN
130617591,130617591_31942215,_grenade,F,1969,0,EN
132449325,132449325_25117974,_grenade,F,1968,0,EN
87860883,87860883_50254634,_grenade,F,1989,1,EN
190259174,190259174_42788883,_grenade,M,1990,2,EN
99190175,99190175_37989227,_grenade,M,1995,0,EN
85449631,85449631_39310914,_grenade,F,1994,0,EN
161369004,161369004_37950718,_grenade,F,1977,0,EN
154671561,154671561_34456476,_grenade,M,1997,0,EN
119444144,119444144_33389674,_grenade,M,1990,1,EN
87860883,87860883_50040208,_grenade,F,1989,0,EN
206489465,206489465_49046343,_grenade,M,1989,3,EN
151130304,151130304_40963140,_all_out_of_love,F,1979,1,EN
74371576,74371576_33626916,_all_out_of_love,F,1961,1,EN
194779645,194779645_48264418,_all_out_of_love,M,1974,0,EN
128522916,128522916_21827306,_all_out_of_love,F,1976,0,EN
125790703,125790703_40743150,_all_out_of_love,M,1992,2,EN
134626531,134626531_50771726,_all_out_of_love,F,1989,0,EN
165192485,165192485_32993705,_all_out_of_love,M,1985,1,EN
172067295,172067295_37549769,_all_out_of_love,F,1969,1,EN
133853424,133853424_23002075,_all_out_of_love,F,1984,0,EN
150480369,150480369_35134315,_all_out_of_love,F,1969,0,EN
78420221,78420221_38089509,_all_out_of_love,F,1978,0,EN
84132337,84132337_40581107,_all_out_of_love,M,1991,2,EN
109011963,109011963_48034640,_all_out_of_love,F,1986,1,EN
117329537,117329537_21712167,_all_out_of_love,F,1964,1,EN
121429502,121429502_29169635,_all_out_of_love,F,1957,27,EN
123639851,123639851_43943021,_all_out_of_love,F,1982,1,EN
126408498,126408498_40435898,_all_out_of_love,M,1995,0,EN
128044563,128044563_34952848,_all_out_of_love,F,1978,0,EN
143103160,143103160_34447006,_all_out_of_love,F,1982,3,EN
166544857,166544857_34428204,_all_out_of_love,F,1978,1,EN
178711392,178711392_36116676,_all_out_of_love,F,1991,2,EN
187078018,187078018_38820779,_all_out_of_love,F,1960,1,EN
197211213,197211213_42267839,_all_out_of_love,F,1970,3,EN
158794303,158794303_42656218,_worshipper,F,1995,1,EN
157587615,157587615_30720302,_worshipper,M,1988,13,EN
184342029,184342029_39514528,_worshipper,M,1990,0,EN
112334328,112334328_37938732,_worshipper,F,1986,2,EN
108980409,108980409_35377855,_worshipper,M,1998,0,EN
102474750,102474750_42229893,_worshipper,M,1988,1,EN
85637837,85637837_39371614,_worshipper,F,1996,2,EN
93234565,93234565_37790803,_worshipper,F,1981,1,EN
104559294,104559294_32709792,_worshipper,F,1992,1,EN
112334328,112334328_37801731,_worshipper,F,1986,1,EN
138405964,138405964_26335896,_worshipper,F,1988,0,EN
140120335,140120335_31584866,_worshipper,F,1989,1,EN
151252715,151252715_32721016,_worshipper,F,1988,1,EN
151252715,151252715_33004965,_worshipper,F,1988,0,EN
154341686,154341686_28632587,_worshipper,M,1953,0,EN
158794303,158794303_41824181,_worshipper,F,1995,1,EN
176281235,176281235_44310655,_worshipper,F,1991,6,EN
176281235,176281235_43161825,_worshipper,F,1991,5,EN
183584545,183584545_48758104,_worshipper,F,1999,0,EN
183584545,183584545_48641812,_worshipper,F,1999,0,EN
183584545,183584545_48637046,_worshipper,F,1999,0,EN
200571726,200571726_45947241,_worshipper,M,1980,2,EN
200571726,200571726_46004553,_worshipper,M,1980,1,EN
133782666,133782666_47238470,_this_love,M,1995,1,EN
200531672,200531672_43862253,_this_love,F,1987,1,EN
87881815,87881815_46708785,_this_love,F,1993,11,EN
171557256,171557256_33697099,_this_love,F,1994,1,EN
74447462,74447462_27532202,_this_love,F,1990,1,EN
162275638,162275638_36513049,_this_love,F,1992,6,EN
72937871,72937871_31757053,_this_love,M,1995,0,EN
83417526,83417526_50130807,_this_love,F,1985,15,EN
101713925,101713925_39536010,_this_love,F,1992,1,EN
103612362,103612362_50551880,_this_love,F,1905,0,EN
110348885,110348885_47211560,_this_love,M,1980,23,EN
121963678,121963678_36670944,_this_love,F,1997,2,EN
123055548,123055548_36872418,_this_love,F,1991,2,EN
